candidate_id,anchor_id,anchor,priority_rank,surface_form,normalized_form,normalized_concept,concept_id,concept_definition,lexical_form_id,lexical_family,family_id,layer,primary_voice,expression_mode,candidate_provenance,ngram_measurement_id,ngram_measurement_form,ngram_mapping_type,ngram_query_id,ngram_mapping_reason,source_report,source_page,provenance_status
FT-SEED-R1B-P-1988-12,FT-A1988,1988,12,global climate models,global climate models,climate system,FT-C-CLIMATE_SYSTEM,The coupled physical climate system.,FT-LF-Q-372075C1CEE4,climate,FT-F04,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-12; original visible ID not available",FT-NGM-372075C1CEE470,global climate models,EXACT,FT-Q-V01-052,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-13,FT-A1988,1988,13,global observations,global observations,historical climate / climatological condition,FT-C-HISTORICAL_CLIMATE_CONDITION,"Climate as a historical, geographical, seasonal, or climatological condition.",FT-LF-Q-71FFD1E98C28,climate,FT-F04,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-13; original visible ID not available",FT-NGM-71FFD1E98C285E,global observations,EXACT,FT-Q-V01-053,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-14,FT-A1988,1988,14,warm air,warm air,local / instrumental temperature,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,A local or instrument-specific temperature reading.,FT-LF-Q-D7C73CC693A5,temperature_threshold,FT-F01,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-14; original visible ID not available",FT-NGM-D7C73CC693A531,warm air,EXACT,FT-Q-V01-054,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-15,FT-A1988,1988,15,changing atmosphere,changing atmosphere,changing atmosphere,FT-C-CHANGING_ATMOSPHERE,Atmospheric change framed as a climatic or institutional problem.,FT-LF-CHANGING_ATMOSPHERE,climate,FT-F04,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-15; original visible ID not available",FT-NGM-57874667F4B55E,changing atmosphere,EXACT,FT-Q-V01-055,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-16,FT-A1988,1988,16,global security,global security,global security frame,FT-C-GLOBAL_SECURITY_FRAME,Atmospheric or climatic change framed as a global-security matter.,FT-LF-GLOBAL_SECURITY,danger_threat,FT-F11,D,V2,E1,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-16; original visible ID not available",FT-NGM-1DB72D64E86B3F,global security,EXACT,FT-Q-V01-056,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-17,FT-A1988,1988,17,climate warming,climate warming,climate-system warming,FT-C-CLIMATE_SYSTEM_WARMING,Warming attributed to or observed across the climate system.,FT-LF-Q-414A5E4ACC4C,warming,FT-F03,A,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-17; original visible ID not available",FT-NGM-414A5E4ACC4C18,climate warming,EXACT,FT-Q-V01-057,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-18,FT-A1988,1988,18,changed climatic extremes,changed climatic extremes,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-835D1B2C62F6,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-18; original visible ID not available",FT-NGM-835D1B2C62F606,changed climatic extremes,EXACT,FT-Q-V01-058,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-19,FT-A1988,1988,19,major threat,major threat,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-Q-D9F4E03ECD3C,danger_threat,FT-F11,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-19; original visible ID not available",FT-NGM-D9F4E03ECD3C19,major threat,EXACT,FT-Q-V01-059,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-20,FT-A1988,1988,20,harmful consequences,harmful consequences,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-46EB269CA604,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-20; original visible ID not available",FT-NGM-46EB269CA60444,harmful consequences,EXACT,FT-Q-V01-060,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-21,FT-A1988,1988,21,grave threats,grave threats,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-Q-61CB31820FF0,danger_threat,FT-F11,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-21; original visible ID not available",FT-NGM-61CB31820FF0E9,grave threats,EXACT,FT-Q-V01-140,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-22,FT-A1988,1988,22,severe economic and social dislocation,severe economic and social dislocation,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-53AFA7D9A004,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-22; original visible ID not available",FT-NGM-53AFA7D9A004B7,severe economic and social dislocation,EXACT,FT-Q-P180-08DEA4AF4C4A,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-23,FT-A1988,1988,23,risk of conflicts,risk of conflicts,administrative risk assessment,FT-C-ADMINISTRATIVE_RISK_ASSESSMENT,Risk managed or assessed through institutional procedure.,FT-LF-P180-0F96F2852B3E,risk,FT-F12,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-23; original visible ID not available",FT-NGM-0F96F2852B3E4D,risk of conflicts,EXACT,FT-Q-P180-74E64574B767,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-24,FT-A1988,1988,24,impending crisis,impending crisis,severity / crisis predicate,FT-C-SEVERITY_CRISIS_PREDICATE,Crisis used as a severity predicate without necessarily being an established issue label.,FT-LF-P180-045F0A913483,crisis_emergency,FT-F13,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-24; original visible ID not available",FT-NGM-045F0A91348364,impending crisis,EXACT,FT-Q-P180-A56145CA2BE7,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-25,FT-A1988,1988,25,degradation of the atmosphere,degradation of the atmosphere,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-F9D644B55D94,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-25; original visible ID not available",FT-NGM-F9D644B55D942B,degradation of the atmosphere,EXACT,FT-Q-P180-F2CD82125CB1,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-26,FT-A1988,1988,26,atmospheric pollution,atmospheric pollution,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-C0D51ADC7DE8,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-26; original visible ID not available",FT-NGM-C0D51ADC7DE8C3,atmospheric pollution,EXACT,FT-Q-P180-46FC0D954885,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-27,FT-A1988,1988,27,greenhouse gases,greenhouse gases,anthropogenic greenhouse-gas emissions,FT-C-ANTHROPOGENIC_GREENHOUSE_GAS_EMISSIONS,Human-produced greenhouse-gas emissions in scientific or governance framing.,FT-LF-P180-16FDADC245FE,carbon_greenhouse,FT-F05,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-27; original visible ID not available",FT-NGM-16FDADC245FE18,greenhouse gases,EXACT,FT-Q-P180-4D1539260C64,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-28,FT-A1988,1988,28,Global Warming Has Begun,global warming has begun,global warming as issue label,FT-C-GLOBAL_WARMING_ISSUE_LABEL,"Global warming used as an established public, scientific, or policy issue label.",FT-LF-P180-FD8DD66404A7,warming,FT-F03,A,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-28; original visible ID not available",FT-NGM-FD8DD66404A755,Global Warming Has Begun,EXACT,FT-Q-P180-BC8CDB78B2CA,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-29,FT-A1988,1988,29,evidence is pretty strong,evidence is pretty strong,personal concern,FT-C-PERSONAL_CONCERN,Concern expressed or endorsed by an identifiable person about a climate or heat object.,FT-LF-P180-742A3647CD38,concern_alarm,FT-F06,C,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-29; original visible ID not available",FT-NGM-742A3647CD3866,evidence is pretty strong,EXACT,FT-Q-P180-700FAFA739C8,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-1988-30,FT-A1988,1988,30,too much carbon dioxide is dangerous,too much carbon dioxide is dangerous,atmospheric carbon dioxide,FT-C-ATMOSPHERIC_CARBON_DIOXIDE,Carbon dioxide as an atmospheric constituent.,FT-LF-P180-E13A0289AC48,carbon_greenhouse,FT-F05,D,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-30; original visible ID not available",FT-NGM-E13A0289AC48A8,too much carbon dioxide is dangerous,EXACT,FT-Q-P180-59D638D2BD5B,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-01,FT-A0607,2006–2007,1,warming of the climate system,warming of the climate system,climate-system warming,FT-C-CLIMATE_SYSTEM_WARMING,Warming attributed to or observed across the climate system.,FT-LF-Q-5CB98FEF6FA4,warming,FT-F03,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-01; original visible ID not available",FT-NGM-5CB98FEF6FA43A,warming of the climate system,EXACT,FT-Q-V01-061,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-02,FT-A0607,2006–2007,2,unequivocal,unequivocal,historical climate / climatological condition,FT-C-HISTORICAL_CLIMATE_CONDITION,"Climate as a historical, geographical, seasonal, or climatological condition.",FT-LF-Q-EB0AC7A243F7,climate,FT-F04,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-02; original visible ID not available",FT-NGM-EB0AC7A243F721,unequivocal,EXACT,FT-Q-V01-062,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-03,FT-A0607,2006–2007,3,global average air and ocean temperatures,global average air and ocean temperatures,global aggregate temperature,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,A global-scale aggregate temperature metric.,FT-LF-Q-1E29089B88E2,temperature_threshold,FT-F01,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-03; original visible ID not available",FT-NGM-1E29089B88E243,global average air and ocean temperatures,EXACT,FT-Q-V01-063,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-04,FT-A0607,2006–2007,4,global surface temperature,global surface temperature,global aggregate temperature,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,A global-scale aggregate temperature metric.,FT-LF-Q-D29EC99EC7EF,temperature_threshold,FT-F01,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-04; original visible ID not available",FT-NGM-D29EC99EC7EF52,global surface temperature,EXACT,FT-Q-V01-064,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-05,FT-A0607,2006–2007,5,temperature increase,temperature increase,temperature increase,FT-C-TEMPERATURE_INCREASE,"An observed, estimated, or projected increase in temperature.",FT-LF-TEMPERATURE_INCREASE,warming,FT-F03,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-05; original visible ID not available",FT-NGM-DE8D266C4DC974,temperature increase,EXACT,FT-Q-V01-065,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-06,FT-A0607,2006–2007,6,rising global average sea level,rising global average sea level,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-3201497BBD4C,harm_loss_consequences,FT-F14,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-06; original visible ID not available",FT-NGM-3201497BBD4CAD,rising global average sea level,EXACT,FT-Q-V01-066,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-07,FT-A0607,2006–2007,7,widespread melting of snow and ice,widespread melting of snow and ice,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-0F1F2D5093C1,harm_loss_consequences,FT-F14,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-07; original visible ID not available",FT-NGM-0F1F2D5093C1B3,widespread melting of snow and ice,EXACT,FT-Q-V01-067,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-08,FT-A0607,2006–2007,8,anthropogenic CO₂,anthropogenic co2,anthropogenic carbon-dioxide production,FT-C-ANTHROPOGENIC_CARBON_DIOXIDE_PRODUCTION,Human production of carbon dioxide as a climatic cause.,FT-LF-Q-7892B446EBBC,carbon_greenhouse,FT-F05,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-08; original visible ID not available",FT-NGM-455E123FDBF948,anthropogenic carbon dioxide,VALIDATED_ALIAS,FT-Q-V01-068,CO₂ is expanded to its standard full lexical form; referent and historical sense are unchanged.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-09,FT-A0607,2006–2007,9,anthropogenic GHG emissions,anthropogenic ghg emissions,anthropogenic greenhouse-gas emissions,FT-C-ANTHROPOGENIC_GREENHOUSE_GAS_EMISSIONS,Human-produced greenhouse-gas emissions in scientific or governance framing.,FT-LF-Q-A4E01F40F3FE,carbon_greenhouse,FT-F05,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-09; original visible ID not available",FT-NGM-A4E01F40F3FE3F,anthropogenic GHG emissions,EXACT,FT-Q-V01-069,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-10,FT-A0607,2006–2007,10,climate change,climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-CLIMATE_CHANGE,climate,FT-F04,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-10; original visible ID not available",FT-NGM-F28D567CF5453B,climate change,EXACT,FT-Q-V01-070,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-11,FT-A0607,2006–2007,11,global warming,global warming,global warming as issue label,FT-C-GLOBAL_WARMING_ISSUE_LABEL,"Global warming used as an established public, scientific, or policy issue label.",FT-LF-GLOBAL_WARMING,warming,FT-F03,A,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-11; original visible ID not available",FT-NGM-41A40CE559EFC5,global warming,EXACT,FT-Q-V01-071,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-12,FT-A0607,2006–2007,12,serious global threat,serious global threat,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-Q-B9D01F30C29F,danger_threat,FT-F11,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-12; original visible ID not available",FT-NGM-B9D01F30C29F45,serious global threat,EXACT,FT-Q-V01-072,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-13,FT-A0607,2006–2007,13,urgent global response,urgent global response,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-854DC9981B76,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-13; original visible ID not available",FT-NGM-854DC9981B7658,urgent global response,EXACT,FT-Q-V01-073,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-14,FT-A0607,2006–2007,14,costs and risks of climate change,costs and risks of climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-Q-F21AAC6A28BA,climate,FT-F04,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-14; original visible ID not available",FT-NGM-F21AAC6A28BAB4,costs and risks of climate change,EXACT,FT-Q-V01-074,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-15,FT-A0607,2006–2007,15,impacts of climate change,impacts of climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-Q-2AC7FC801CE1,climate,FT-F04,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-15; original visible ID not available",FT-NGM-2AC7FC801CE128,impacts of climate change,EXACT,FT-Q-V01-075,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-16,FT-A0607,2006–2007,16,damage,damage,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-6F5A5C61CCDB,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-16; original visible ID not available",FT-NGM-6F5A5C61CCDBD8,damage,EXACT,FT-Q-V01-076,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
