Candidate ID,Anchor,Rank,Surface Form,Normalised Concept,Lexical Family,Layer,Voice,Expression Mode,Evidence Source,Candidate Provenance,Ngram Status,Measurement Form,Mapping Type,First Non-Zero Year,Peak Year,Peak Frequency,Anchor Frequency,Context Window Mean,2022 Frequency,Ngram Note,Dictionary Status,Dictionary Source,Historical Sense,Modern Sense,Anchor Sense Match,Polysemy / Ambiguity,Dictionary Note,Search Source,Search Query,Search Exactness,Search Status,Result Count,Date-Window Count,Retrieval Date,Search Note,Coverage Status,Remaining Annotation Gap,Review Priority
FT-SEED-R1B-P-2015-12,2015,12,vulnerability,vulnerability,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-12; original visible ID not available",SUCCEEDED_REUSED_BASELINE,vulnerability,EXACT,1842,2021,1.2114193474133117e-05,9.355508542086e-06,9.594339388740991e-06,1.1780358960322701e-05,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Susceptibility of an identified subject or group to harm; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: vulnerability.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/vulnerability; https://websters1913.timcieplowski.com/word/vulnerability/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""vulnerability"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,13888,1289,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-13,2015,13,vulnerable groups,vulnerability,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-13; original visible ID not available",SUCCEEDED_REUSED_BASELINE,vulnerable groups,EXACT,1869,2022,6.561656151760076e-07,4.145763595753138e-07,4.2210607039660136e-07,6.561656151760076e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Susceptibility of an identified subject or group to harm; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: groups.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/vulnerable%20groups; https://websters1913.timcieplowski.com/word/groups/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""vulnerable groups"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,359,49,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-14,2015,14,loss and damage,loss and damage,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-14; original visible ID not available",SUCCEEDED_REUSED_BASELINE,loss and damage,EXACT,1842,1947,1.5430762074220006e-06,8.407788263178895e-08,9.455398923321108e-08,1.615246781744295e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.","Adverse climate-related impacts that remain after, or cannot be avoided through, mitigation and adaptation; both economic and non-economic losses may be involved.",STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,Secondary: Component headword checked: damage.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/loss%20and%20damage; https://websters1913.timcieplowski.com/word/damage/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""loss and damage"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,86,4,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-15,2015,15,extreme weather events,generic damage,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-15; original visible ID not available",SUCCEEDED_REUSED_BASELINE,extreme weather events,EXACT,1843,2022,4.511812501384327e-07,2.641805035841216e-07,2.457166067559857e-07,4.511812501384327e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: events.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/extreme%20weather%20events; https://websters1913.timcieplowski.com/word/events/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""extreme weather events"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,251,30,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-16,2015,16,slow onset events,generic damage,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-16; original visible ID not available",SUCCEEDED_REUSED_BASELINE,slow onset events,EXACT,1964,2021,7.283442959860054e-09,2.049460948172488e-09,2.314395087614033e-09,5.013650494767319e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: events.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/slow%20onset%20events; https://websters1913.timcieplowski.com/word/events/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""slow onset events"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,2,1,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-17,2015,17,risk of loss and damage,administrative risk assessment,risk,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-17; original visible ID not available",SUCCEEDED_REUSED_BASELINE,risk of loss and damage,EXACT,1842,1956,7.821105985073018e-09,9.214118357192547e-10,1.2443122562414792e-09,2.0658581616206373e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.",Risk managed or assessed through institutional procedure; the candidate is interpreted in its documented anchor and voice context.,STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,Secondary: Component headword checked: damage.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/risk%20of%20loss%20and%20damage; https://websters1913.timcieplowski.com/word/damage/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""risk of loss and damage"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,2,1,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-18,2015,18,early warning systems,generic damage,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-18; original visible ID not available",SUCCEEDED_REUSED_BASELINE,early warning systems,EXACT,1869,2022,2.0064061378999298e-07,1.4231256331709297e-07,1.4610297251309764e-07,2.0064061378999298e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: systems.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/early%20warning%20systems; https://websters1913.timcieplowski.com/word/systems/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""early warning systems"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,833,56,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-19,2015,19,emergency preparedness,emergency response category,crisis_emergency,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-19; original visible ID not available",SUCCEEDED_REUSED_BASELINE,emergency preparedness,EXACT,1847,1986,2.826408131394176e-06,3.2953145755534874e-07,3.3156906676171105e-07,2.663239674349782e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Emergency preparedness or response as a governance procedure; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: preparedness.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/emergency%20preparedness; https://websters1913.timcieplowski.com/word/preparedness/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""emergency preparedness"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1406,100,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-20,2015,20,irreversible and permanent loss and damage,loss and damage,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-20; original visible ID not available",SUCCEEDED_REUSED_BASELINE,irreversible and permanent loss and damage,EXACT,2015,2021,8.163354991985727e-10,6.163167892703214e-11,1.5757996065420463e-10,6.393428564344106e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.",The climate-governance domain of loss and damage; the candidate is interpreted in its documented anchor and voice context.,STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,"Secondary: Component headword checked: damage.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/irreversible%20and%20permanent%20loss%20and%20damage; https://websters1913.timcieplowski.com/word/damage/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""irreversible and permanent loss and damage"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1,1,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-21,2015,21,comprehensive risk assessment and management,administrative risk assessment,risk,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-21; original visible ID not available",SUCCEEDED_REUSED_BASELINE,comprehensive risk assessment and management,EXACT,1963,2018,1.2794914017177916e-09,2.879411986622671e-10,3.81069227099277e-10,7.611056784817549e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Risk managed or assessed through institutional procedure; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: management.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/comprehensive%20risk%20assessment%20and%20management; https://websters1913.timcieplowski.com/word/management/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""comprehensive risk assessment and management"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1,1,2026-08-26,"Metadata text-item count; not a full-text lexical frequency. Secondary metric: HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":63036,""costUsd"":0.001,""daily",FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-22,2015,22,non-economic losses,non-economic losses,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-22; original visible ID not available",SUCCEEDED_NEW,non-economic losses,EXACT,1924,1986,1.8812469290696576e-08,4.731613434394433e-09,3.908430465845066e-09,6.453083678525928e-09,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.","Climate-related losses not readily expressed in monetary terms, including cultural, health, identity, ecosystem, and heritage harms.",STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,Secondary: Component headword checked: losses.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/non-economic%20losses; https://websters1913.timcieplowski.com/word/losses/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""non-economic losses"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1,1,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-23,2015,23,common concern of humankind,common concern of humankind,concern_alarm,C,V2,E1,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-23; original visible ID not available",SUCCEEDED_NEW,common concern of humankind,EXACT,1901,2021,4.958280197531195e-08,6.452200274065234e-09,8.595441171321827e-09,3.892174793573844e-08,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,TECHNICAL_GLOSSARY,UNFCCC Paris Agreement legal text,"A legal formula assigning shared international importance to climate change, not a report of an individual's emotional concern.","Personal concern can denote felt worry, but this continuing treaty formula designates a shared legal and governance object rather than an individual's emotion.",DIFFERENT,Legal/institutional concern differs from personal concern and from concern as a commercial enterprise.,Secondary: Component headword checked: humankind.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://unfccc.int/sites/default/files/english_paris_agreement.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/common%20concern%20of%20humankind; https://websters1913.timcieplowski.com/word/humankind/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""common concern of humankind"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,5,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,NOT_APPLICABLE,HIGH
FT-SEED-R1B-P-2015-24,2015,24,climate justice,generic damage,harm_loss_consequences,D,V2,NOT_EXPOSED_IN_REPORT,S2015-PARIS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-24; original visible ID not available",SUCCEEDED_NEW,climate justice,EXACT,1892,2021,3.9843253718530036e-07,1.2123918213813312e-07,1.2847355246314862e-07,3.904167882318177e-07,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,TECHNICAL_GLOSSARY,IPCC AR6 glossary and assessment usage,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","An evaluative framework concerned with fair distribution of climate harms, responsibilities, participation, and remedies.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: justice.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_FullVolume.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20justice; https://websters1913.timcieplowski.com/word/justice/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""climate justice"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,145,20,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-25,2015,25,very worried,participant worry endorsement,worry,C,V5,NOT_EXPOSED_IN_REPORT,S2015-YALE,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-25; original visible ID not available",SUCCEEDED_REUSED_BASELINE,very worried,EXACT,1843,2020,1.237675283025097e-06,4.244305496919898e-07,4.109526408104432e-07,3.79268325273463e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.","Contemporary worry wording may describe affect, but in the cited survey setting it is instrument-supplied and participant endorsement is elicited rather than spontaneous.",STRONG,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Secondary: Component headword checked: worried.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/very%20worried; https://websters1913.timcieplowski.com/word/worried/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""very worried"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,131,4,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-26,2015,26,somewhat worried,participant worry endorsement,worry,C,V5,NOT_EXPOSED_IN_REPORT,S2015-YALE,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-26; original visible ID not available",SUCCEEDED_REUSED_BASELINE,somewhat worried,EXACT,1842,2020,1.0021906679189008e-07,1.5691974161041733e-08,1.5353693271630275e-08,1.6988106976700834e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,STRONG,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Secondary: Component headword checked: worried.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/somewhat%20worried; https://websters1913.timcieplowski.com/word/worried/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""somewhat worried"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,15,2,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-2015-27,2015,27,very serious problem,generic damage,harm_loss_consequences,D,V5,NOT_EXPOSED_IN_REPORT,S2015-PEW,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-27; original visible ID not available",SUCCEEDED_NEW,very serious problem,EXACT,1847,1970,2.437142834904593e-07,5.5235472331410795e-08,5.2916150271771954e-08,3.684559933547771e-08,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: problem.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/very%20serious%20problem; https://websters1913.timcieplowski.com/word/problem/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""very serious problem"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,101,5,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
