candidate_id,anchor,priority_rank,surface_form,normalized_concept,lexical_family,layer,primary_voice,expression_mode,candidate_provenance,search_primary_source,search_query,search_query_type,search_status,search_total_results,search_unique_results_if_available,search_strict_window_results,search_contextual_window_results,search_retrieval_date,search_api_or_interface,search_exactness,search_secondary_source,search_secondary_total_results,search_notes
FT-SEED-R1B-P-1988-13,1988,13,global observations,historical climate / climatological condition,climate,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-13; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global observations"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,87,87,0,2,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-14,1988,14,warm air,local / instrumental temperature,temperature_threshold,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-14; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""warm air"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,376,376,2,13,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-15,1988,15,changing atmosphere,changing atmosphere,climate,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-15; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""changing atmosphere"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,37,37,2,8,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,2410,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-1988-16,1988,16,global security,global security frame,danger_threat,D,V2,E1,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-16; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global security"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,946,946,12,44,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-17,1988,17,climate warming,climate-system warming,warming,A,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-17; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""climate warming"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,237,237,1,5,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,106345,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-1988-18,1988,18,changed climatic extremes,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-18; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""changed climatic extremes"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,1,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-1988-19,1988,19,major threat,institutional climate threat,danger_threat,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-19; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""major threat"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,659,659,16,82,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-20,1988,20,harmful consequences,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-20; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""harmful consequences"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,111,111,2,4,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-21,1988,21,grave threats,institutional climate threat,danger_threat,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-21; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""grave threats"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,21,21,0,1,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-22,1988,22,severe economic and social dislocation,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-22; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""severe economic and social dislocation"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-23,1988,23,risk of conflicts,administrative risk assessment,risk,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-23; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""risk of conflicts"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,4,4,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-24,1988,24,impending crisis,severity / crisis predicate,crisis_emergency,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-24; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""impending crisis"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,203,203,5,11,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-25,1988,25,degradation of the atmosphere,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-25; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""degradation of the atmosphere"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-26,1988,26,atmospheric pollution,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-26; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""atmospheric pollution"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,221,221,5,19,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,53072,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-1988-27,1988,27,greenhouse gases,anthropogenic greenhouse-gas emissions,carbon_greenhouse,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-27; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""greenhouse gases"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,1549,1549,3,30,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-28,1988,28,Global Warming Has Begun,global warming as issue label,warming,A,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-28; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""Global Warming Has Begun"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-29,1988,29,evidence is pretty strong,personal concern,concern_alarm,C,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-29; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""evidence is pretty strong"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-1988-30,1988,30,too much carbon dioxide is dangerous,atmospheric carbon dioxide,carbon_greenhouse,D,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-30; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""too much carbon dioxide is dangerous"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-01,2006–2007,1,warming of the climate system,climate-system warming,warming,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-01; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""warming of the climate system"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,3,3,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-02,2006–2007,2,unequivocal,historical climate / climatological condition,climate,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-02; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""unequivocal"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,919,919,31,58,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-03,2006–2007,3,global average air and ocean temperatures,global aggregate temperature,temperature_threshold,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-03; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global average air and ocean temperatures"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-04,2006–2007,4,global surface temperature,global aggregate temperature,temperature_threshold,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-04; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global surface temperature"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,34,34,0,2,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-05,2006–2007,5,temperature increase,temperature increase,warming,A,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-05; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""temperature increase"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,442,442,17,29,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-06,2006–2007,6,rising global average sea level,generic damage,harm_loss_consequences,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-06; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""rising global average sea level"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-07,2006–2007,7,widespread melting of snow and ice,generic damage,harm_loss_consequences,D,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-07; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""widespread melting of snow and ice"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-08,2006–2007,8,anthropogenic CO₂,anthropogenic carbon-dioxide production,carbon_greenhouse,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-08; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""anthropogenic CO₂"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,8,8,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,19164,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-0607-09,2006–2007,9,anthropogenic GHG emissions,anthropogenic greenhouse-gas emissions,carbon_greenhouse,B,V1,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-09; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""anthropogenic GHG emissions"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,4,4,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,5913,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-0607-10,2006–2007,10,climate change,modern climate change,climate,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-10; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""climate change"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,30525,30525,656,1334,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,2549592,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.
FT-SEED-R1B-P-0607-11,2006–2007,11,global warming,global warming as issue label,warming,A,V3,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-11; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global warming"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,5619,5619,11,123,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-12,2006–2007,12,serious global threat,institutional climate threat,danger_threat,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-12; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""serious global threat"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,3,3,0,1,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-13,2006–2007,13,urgent global response,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-13; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""urgent global response"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-14,2006–2007,14,costs and risks of climate change,modern climate change,climate,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-14; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""costs and risks of climate change"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_ZERO,0,0,0,0,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,"Metadata text-item count; not a full-text lexical frequency. Secondary metric: HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62990,""costUsd"":0.001,""daily"
FT-SEED-R1B-P-0607-15,2006–2007,15,impacts of climate change,modern climate change,climate,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-15; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""impacts of climate change"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,656,656,18,33,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
FT-SEED-R1B-P-0607-16,2006–2007,16,damage,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-16; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""damage"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,71319,71319,1697,3470,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,"Metadata text-item count; not a full-text lexical frequency. Secondary metric: HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62943,""costUsd"":0.001,""daily"
FT-SEED-R1B-P-0607-17,2006–2007,17,hunger,generic damage,harm_loss_consequences,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-17; original visible ID not available",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""hunger"" AND mediatype:texts",PHRASE_METADATA_SEARCH,COMPLETED_NONZERO,8913,8913,273,544,2026-08-26,https://archive.org/advancedsearch.php,EXACT_PHRASE,OPENALEX_WORK_COUNT,,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.
