Candidate ID,Anchor,Rank,Surface Form,Normalised Concept,Lexical Family,Dictionary Status,Direct Headword Exists,Primary Source,Secondary Source,Historical / Domain Source,Concise Definition Paraphrase,Historically Relevant Sense,Modern Sense,Anchor Sense Match,First Attestation,Polysemy Warning,Source Citation / Link,Access Date,Candidate Provenance
FT-SEED-R1B-P-0607-03,2006–2007,3,global average air and ocean temperatures,global aggregate temperature,temperature_threshold,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: temperatures.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20average%20air%20and%20ocean%20temperatures; https://websters1913.timcieplowski.com/word/temperatures/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-03; original visible ID not available"
FT-SEED-R1B-P-0607-04,2006–2007,4,global surface temperature,global aggregate temperature,temperature_threshold,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20surface%20temperature; https://websters1913.timcieplowski.com/word/temperature/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-04; original visible ID not available"
FT-SEED-R1B-P-0607-05,2006–2007,5,temperature increase,temperature increase,warming,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: increase.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"An observed, estimated, or projected increase in temperature; the candidate is interpreted in its documented anchor and voice context.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.","An observed, estimated, or projected increase in temperature; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/temperature%20increase; https://websters1913.timcieplowski.com/word/increase/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-05; original visible ID not available"
FT-SEED-R1B-P-0607-06,2006–2007,6,rising global average sea level,generic damage,harm_loss_consequences,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: level.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/rising%20global%20average%20sea%20level; https://websters1913.timcieplowski.com/word/level/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-06; original visible ID not available"
FT-SEED-R1B-P-0607-07,2006–2007,7,widespread melting of snow and ice,generic damage,harm_loss_consequences,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: ice.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/widespread%20melting%20of%20snow%20and%20ice; https://websters1913.timcieplowski.com/word/ice/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-07; original visible ID not available"
FT-SEED-R1B-P-0607-08,2006–2007,8,anthropogenic CO₂,anthropogenic carbon-dioxide production,carbon_greenhouse,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: co.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Human production of carbon dioxide as a climatic cause; the candidate is interpreted in its documented anchor and voice context.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",Human production of carbon dioxide as a climatic cause; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/anthropogenic%20CO%E2%82%82; https://websters1913.timcieplowski.com/word/co/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-08; original visible ID not available"
FT-SEED-R1B-P-0607-09,2006–2007,9,anthropogenic GHG emissions,anthropogenic greenhouse-gas emissions,carbon_greenhouse,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: emissions.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Human-caused releases of greenhouse gases into the atmosphere.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",Human-caused releases of greenhouse gases into the atmosphere.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/anthropogenic%20GHG%20emissions; https://websters1913.timcieplowski.com/word/emissions/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-09; original visible ID not available"
FT-SEED-R1B-P-0607-10,2006–2007,10,climate change,modern climate change,climate,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A persistent change in the state or variability of climate; institutional definitions differ on whether human attribution is required.,"The established modern issue label for sustained climatic change, used in institutional, scientific, or public contexts depending on voice.",A persistent change in the state or variability of climate; institutional definitions differ on whether human attribution is required.,STRONG,NOT_LOCATED,The modern issue label must still be distinguished from generic change and historical climatic variability.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20change; https://websters1913.timcieplowski.com/word/change/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-10; original visible ID not available"
FT-SEED-R1B-P-0607-11,2006–2007,11,global warming,global warming as issue label,warming,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: warming.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"The long-term rise in global mean surface temperature, commonly used as an established issue label in modern climate discourse.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.","The long-term rise in global mean surface temperature, commonly used as an established issue label in modern climate discourse.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20warming; https://websters1913.timcieplowski.com/word/warming/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-11; original visible ID not available"
FT-SEED-R1B-P-0607-12,2006–2007,12,serious global threat,institutional climate threat,danger_threat,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/serious%20global%20threat; https://websters1913.timcieplowski.com/word/threat/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-12; original visible ID not available"
FT-SEED-R1B-P-0607-13,2006–2007,13,urgent global response,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: response.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/urgent%20global%20response; https://websters1913.timcieplowski.com/word/response/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-13; original visible ID not available"
FT-SEED-R1B-P-0607-14,2006–2007,14,costs and risks of climate change,modern climate change,climate,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/costs%20and%20risks%20of%20climate%20change; https://websters1913.timcieplowski.com/word/change/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-14; original visible ID not available"
FT-SEED-R1B-P-0607-15,2006–2007,15,impacts of climate change,modern climate change,climate,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/impacts%20of%20climate%20change; https://websters1913.timcieplowski.com/word/change/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-15; original visible ID not available"
FT-SEED-R1B-P-0607-16,2006–2007,16,damage,generic damage,harm_loss_consequences,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: damage.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/damage/; https://api.dictionaryapi.dev/api/v2/entries/en/damage,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-16; original visible ID not available"
FT-SEED-R1B-P-0607-17,2006–2007,17,hunger,generic damage,harm_loss_consequences,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: hunger.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/hunger/; https://api.dictionaryapi.dev/api/v2/entries/en/hunger,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-17; original visible ID not available"
FT-SEED-R1B-P-0607-18,2006–2007,18,water shortages,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: shortages.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/water%20shortages; https://websters1913.timcieplowski.com/word/shortages/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-18; original visible ID not available"
FT-SEED-R1B-P-0607-19,2006–2007,19,coastal flooding,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: flooding.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/coastal%20flooding; https://websters1913.timcieplowski.com/word/flooding/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-19; original visible ID not available"
FT-SEED-R1B-P-0607-20,2006–2007,20,worst impacts,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: impacts.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/worst%20impacts; https://websters1913.timcieplowski.com/word/impacts/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-20; original visible ID not available"
FT-SEED-R1B-P-0607-21,2006–2007,21,Be Worried. Be Very Worried.,prescribed worry,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Worry explicitly prescribed to an audience by a communicator; the candidate is interpreted in its documented anchor and voice context.,A mediated-public imperative prescribing worry to readers; it does not establish that readers experienced the prescribed emotion.,A modern media imperative prescribing worry to an audience; it is not evidence that the audience experienced or endorsed the emotion.,STRONG,NOT_LOCATED,Imperative wording must be separated from audience reception and participant-generated affect.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/Be%20Worried.%20Be%20Very%20Worried.; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-21; original visible ID not available"
FT-SEED-R1B-P-0607-22,2006–2007,22,personally worry,elicited worry category,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worry.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Worry wording supplied by a survey or other instrument; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.","Contemporary worry wording may describe affect, but in the cited survey setting it is instrument-supplied and participant endorsement is elicited rather than spontaneous.",STRONG,NOT_LOCATED,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/personally%20worry; https://websters1913.timcieplowski.com/word/worry/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-22; original visible ID not available"
FT-SEED-R1B-P-0607-23,2006–2007,23,worry a great deal,elicited worry category,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: deal.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Worry wording supplied by a survey or other instrument; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",Worry wording supplied by a survey or other instrument; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/worry%20a%20great%20deal; https://websters1913.timcieplowski.com/word/deal/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-23; original visible ID not available"
FT-SEED-R1B-P-0607-24,2006–2007,24,serious problem,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: problem.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/serious%20problem; https://websters1913.timcieplowski.com/word/problem/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-24; original visible ID not available"
FT-SEED-R1B-P-0607-25,2006–2007,25,danger,hazard evaluation,danger_threat,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: danger.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Danger or threat evaluation of a specified hazard; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Danger or threat evaluation of a specified hazard; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/danger/; https://api.dictionaryapi.dev/api/v2/entries/en/danger,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-25; original visible ID not available"
FT-SEED-R1B-P-0607-26,2006–2007,26,urgent threat,institutional climate threat,danger_threat,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/urgent%20threat; https://websters1913.timcieplowski.com/word/threat/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-26; original visible ID not available"
FT-SEED-R1B-P-0607-27,2006–2007,27,dangerous impacts,institutional climate threat,danger_threat,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: impacts.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/dangerous%20impacts; https://websters1913.timcieplowski.com/word/impacts/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-27; original visible ID not available"
FT-SEED-R1B-P-0607-28,2006–2007,28,drastic action,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: action.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/drastic%20action; https://websters1913.timcieplowski.com/word/action/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-28; original visible ID not available"
