dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-D65DF35EA06927,heat wave/drought occurrences,heat wave/drought occurrences,FT-SEED-R1B-P-1988-10,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: occurrences.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20wave%2Fdrought%20occurrences; https://websters1913.timcieplowski.com/word/occurrences/",2026-08-26,0,,,occurrences,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-4402BAC78B2BDD,heat-related mortality,heat-related mortality,FT-SEED-R1B-P-2022-23,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: mortality.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Deaths attributable to, or materially associated with, exposure to high ambient temperatures.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/heat-related%20mortality; https://websters1913.timcieplowski.com/word/mortality/,2026-08-26,0,,,mortality,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-573FB889FA181B,heatwaves,heatwaves,FT-SEED-R1B-P-2022-22,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: heatwaves.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/heatwaves/; https://api.dictionaryapi.dev/api/v2/entries/en/heatwaves,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/c3b8c297a4c5fe569745e49d16b854cd0c6f12a760cfe1e5a78e9fe7c7ed0c83.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,heatwaves,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0AD2E0351BE5FB,hopeful,hopeful,FT-SEED-R1B-P-2022-11,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: hopeful.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/hopeful/; https://api.dictionaryapi.dev/api/v2/entries/en/hopeful,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/b334d493cab6e8e500e1533b2f793ae9dfd44e2f0ff44531a6c30e2d741ab523.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hopeful,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-B12B89C7BBA2B2,hopeless,hopeless,FT-SEED-R1B-P-2022-07,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: hopeless.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/hopeless/; https://api.dictionaryapi.dev/api/v2/entries/en/hopeless,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/bf8298e8359b7dbae7ae616c5d39552fb1b27f3cc518f87d2da319908ef7727a.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hopeless,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-C7437EC1957CE2,hottest day for ten years,Hottest Day for Ten Years,FT-SEED-R1B-P-1938-19,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: years.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/Hottest%20Day%20for%20Ten%20Years; https://websters1913.timcieplowski.com/word/years/",2026-08-26,0,,,years,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-E201F9DB8C1C0B,hottest spell for years,hottest spell for years,FT-SEED-R1B-P-1938-25,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: years.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/hottest%20spell%20for%20years; https://websters1913.timcieplowski.com/word/years/",2026-08-26,0,,,years,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-5BABA4FB941579,hunger,hunger,FT-SEED-R1B-P-0607-17,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: hunger.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/hunger/; https://api.dictionaryapi.dev/api/v2/entries/en/hunger,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/78219d49b03e54bb21e0aff5c91e35c684dce631cf6ba7e0368c85aebe533963.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hunger,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-244E566F3FFC05,ill health,ill health,FT-SEED-R1B-P-2022-26,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: health.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/ill%20health; https://websters1913.timcieplowski.com/word/health/",2026-08-26,0,,,health,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-2AC7FC801CE128,impacts of climate change,impacts of climate change,FT-SEED-R1B-P-0607-15,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/impacts%20of%20climate%20change; https://websters1913.timcieplowski.com/word/change/",2026-08-26,0,,,change,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-045F0A91348364,impending crisis,impending crisis,FT-SEED-R1B-P-1988-24,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: crisis.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Crisis used as a severity predicate without necessarily being an established issue label; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/impending%20crisis; https://websters1913.timcieplowski.com/word/crisis/",2026-08-26,0,,,crisis,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-82301C41EF4F19,increase in mean temperature,increase in mean temperature,FT-SEED-R1B-P-1938-09,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A temporally or spatially averaged temperature value; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/increase%20in%20mean%20temperature; https://websters1913.timcieplowski.com/word/temperature/",2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-483DD563778876,instrumental measurements,instrumental measurements,FT-SEED-R1B-P-1988-04,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: measurements.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/instrumental%20measurements; https://websters1913.timcieplowski.com/word/measurements/",2026-08-26,0,,,measurements,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-45577BBD6F3D34,irreversible and permanent loss and damage,irreversible and permanent loss and damage,FT-SEED-R1B-P-2015-20,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: damage.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,The climate-governance domain of loss and damage; the candidate is interpreted in its documented anchor and voice context.,"Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/irreversible%20and%20permanent%20loss%20and%20damage; https://websters1913.timcieplowski.com/word/damage/",2026-08-26,0,,,damage,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-9489A09CE2FBD9,loss and damage,loss and damage,FT-SEED-R1B-P-2015-14,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: damage.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Adverse climate-related impacts that remain after, or cannot be avoided through, mitigation and adaptation; both economic and non-economic losses may be involved.","Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/loss%20and%20damage; https://websters1913.timcieplowski.com/word/damage/,2026-08-26,0,,,damage,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-D9F4E03ECD3C19,major threat,major threat,FT-SEED-R1B-P-1988-19,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/major%20threat; https://websters1913.timcieplowski.com/word/threat/",2026-08-26,0,,,threat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-9B181A6008A68D,maximum temperature,maximum temperature,FT-SEED-R1B-P-1842-04,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/maximum%20temperature; https://websters1913.timcieplowski.com/word/temperature/",2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-6BB810586FF4ED,mean temperature,mean temperature,FT-SEED-R1B-P-1842-02; FT-SEED-R1B-P-1938-10,2,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A temporally or spatially averaged temperature value; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/mean%20temperature; https://websters1913.timcieplowski.com/word/temperature/",2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-DB26232B0DDFE7,mean temperature of sea at surface,mean temperature of sea at surface,FT-SEED-R1B-P-1842-06,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: surface.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A temporally or spatially averaged temperature value; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/mean%20temperature%20of%20sea%20at%20surface; https://websters1913.timcieplowski.com/word/surface/",2026-08-26,0,,,surface,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-649F81D4599508,mental health challenges,mental health challenges,FT-SEED-R1B-P-2022-24,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: challenges.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/mental%20health%20challenges; https://websters1913.timcieplowski.com/word/challenges/",2026-08-26,0,,,challenges,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-75CD74B4B7CB3C,meteorological journal,meteorological journal,FT-SEED-R1B-P-1842-13,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: journal.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/meteorological%20journal; https://websters1913.timcieplowski.com/word/journal/",2026-08-26,0,,,journal,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-503E96757F1B22,meteorological observations,meteorological observations,FT-SEED-R1B-P-1842-12,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: observations.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/meteorological%20observations; https://websters1913.timcieplowski.com/word/observations/",2026-08-26,0,,,observations,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-3CDC7F35514723,meteorological stations,meteorological stations,FT-SEED-R1B-P-1938-12,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: stations.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/meteorological%20stations; https://websters1913.timcieplowski.com/word/stations/",2026-08-26,0,,,stations,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-BBD1CED3B4CE46,minimum temperature,minimum temperature,FT-SEED-R1B-P-1842-05,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/minimum%20temperature; https://websters1913.timcieplowski.com/word/temperature/",2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0ADBD74AEAD072,most suffocating,most suffocating,FT-SEED-R1B-P-1842-22,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: suffocating.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/most%20suffocating; https://websters1913.timcieplowski.com/word/suffocating/",2026-08-26,0,,,suffocating,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-832026D3AF87E6,non-economic losses,non-economic losses,FT-SEED-R1B-P-2015-22,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: losses.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate-related losses not readily expressed in monetary terms, including cultural, health, identity, ecosystem, and heritage harms.","Institutional climate-policy terminology for harms and losses associated with climate impacts, with economic and non-economic subtypes.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,Generic damage/loss and the UNFCCC policy term 'loss and damage' are not interchangeable.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/non-economic%20losses; https://websters1913.timcieplowski.com/word/losses/,2026-08-26,0,,,losses,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-B51A2108888D28,outraged,outraged,FT-SEED-R1B-P-2022-13,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: outraged.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/outraged/; https://api.dictionaryapi.dev/api/v2/entries/en/outraged,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/156cd308ea42241070cd34cc4cb96789471dadad3dcbe2d510e9b56f41598ba7.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,outraged,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-035E86217E0C59,personally worry,personally worry,FT-SEED-R1B-P-0607-22,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worry.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Worry wording supplied by a survey or other instrument; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/personally%20worry; https://websters1913.timcieplowski.com/word/worry/",2026-08-26,0,,,worry,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-409310A012E916,perspiration,perspiration,FT-SEED-R1B-P-1842-24,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: perspiration.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/perspiration/; https://api.dictionaryapi.dev/api/v2/entries/en/perspiration,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/6f71240258e72ac5e1f103a78de758483fb262b1546b45f219f9e5f2ff5aa904.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,perspiration,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
